iteration,MSE_trg,MSE_val,MSE_tst,acc_trg,acc_val,acc_tst,f1_trg,f1_val,f1_tst,elapsed
0,0.0662597904674,0.0677249407454,0.0655258834998,0.867208222812,0.864069622876,0.868390518813,0.928882180591,0.927078701645,0.929559971611,0.056945664
10,4.46984852881e-08,6.24454390186e-09,2.04398595237e-09,1.0,1.0,1.0,1.0,1.0,1.0,0.601935583
20,1.03940721187e-08,1.12208437112e-10,2.9528117299e-11,1.0,1.0,1.0,1.0,1.0,1.0,1.159645834
30,2.09242213384e-09,4.16122549865e-11,6.99263268378e-12,1.0,1.0,1.0,1.0,1.0,1.0,1.696806438
40,3.20935735277e-11,3.52712726349e-12,4.99202578933e-13,1.0,1.0,1.0,1.0,1.0,1.0,2.265837839
50,1.5111724278e-11,1.71031297795e-12,2.91130094884e-13,1.0,1.0,1.0,1.0,1.0,1.0,2.900428717
60,1.87270592882e-12,2.12100374841e-14,1.67409224943e-15,1.0,1.0,1.0,1.0,1.0,1.0,3.501821296
70,1.43657647898e-15,2.26655635323e-18,8.26885173674e-20,1.0,1.0,1.0,1.0,1.0,1.0,4.090126899
80,1.12984204616e-17,1.15749652788e-19,2.69853300523e-21,1.0,1.0,1.0,1.0,1.0,1.0,4.663453687
90,7.25013679742e-19,1.79896777215e-21,3.39082820952e-23,1.0,1.0,1.0,1.0,1.0,1.0,5.223113515
100,6.1662131234e-20,4.32618981002e-24,3.16936026836e-26,1.0,1.0,1.0,1.0,1.0,1.0,5.758831701
110,2.69666579566e-22,3.13612184935e-27,1.05001866569e-29,1.0,1.0,1.0,1.0,1.0,1.0,6.315539002
120,1.66601154472e-25,9.6570485297e-32,1.02154414421e-34,1.0,1.0,1.0,1.0,1.0,1.0,6.89570638
130,3.39546128398e-26,8.19346309039e-34,0.0,1.0,1.0,1.0,1.0,1.0,1.0,7.486907904
140,1.06944242961e-27,5.10814407131e-35,0.0,1.0,1.0,1.0,1.0,1.0,1.0,8.059765356
150,6.76864758386e-32,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,8.626014325
160,2.472546666e-34,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,9.19709315
170,1.83908429703e-35,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,9.745986494
180,2.0434269967e-36,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,10.255714474
190,2.0434269967e-36,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,10.255795826
200,2.0434269967e-36,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,10.255863523
