iteration,MSE_trg,MSE_val,MSE_tst,acc_trg,acc_val,acc_tst,f1_trg,f1_val,f1_tst,elapsed
0,1.72727146456e-06,1.56631346204e-06,8.85019574056e-07,1.0,1.0,1.0,1.0,1.0,1.0,0.074650874
10,1.93888640754e-07,1.63462227841e-07,7.57794786397e-08,1.0,1.0,1.0,1.0,1.0,1.0,0.811026583
20,1.37709136615e-07,9.44716144156e-08,3.39785359493e-08,1.0,1.0,1.0,1.0,1.0,1.0,1.572702152
30,5.5325471442e-10,4.01828380367e-10,2.10499471541e-10,1.0,1.0,1.0,1.0,1.0,1.0,2.365937906
40,1.14851629172e-10,1.22176583257e-10,3.77128764531e-11,1.0,1.0,1.0,1.0,1.0,1.0,3.120564672
50,4.32003710203e-11,3.63426321724e-11,1.41068600067e-11,1.0,1.0,1.0,1.0,1.0,1.0,3.897977096
60,3.28074001539e-11,3.19038970312e-11,9.12268682285e-12,1.0,1.0,1.0,1.0,1.0,1.0,4.64973638
70,4.34893050559e-13,1.81717726131e-14,1.97635688398e-15,1.0,1.0,1.0,1.0,1.0,1.0,5.446957479
80,4.15107489239e-13,8.78445021275e-15,8.71568379238e-16,1.0,1.0,1.0,1.0,1.0,1.0,6.249952219
90,4.29975231226e-14,9.83792942696e-17,7.367403774e-18,1.0,1.0,1.0,1.0,1.0,1.0,7.010228039
100,4.30926729972e-14,1.86423248805e-16,1.04014126209e-17,1.0,1.0,1.0,1.0,1.0,1.0,7.742938405
110,7.28243527365e-16,2.59401856915e-19,7.76123749157e-21,1.0,1.0,1.0,1.0,1.0,1.0,8.504788336
120,2.38423436967e-17,2.02359653354e-20,8.07385067683e-21,1.0,1.0,1.0,1.0,1.0,1.0,9.259305874
130,1.95506294015e-18,9.92688291852e-22,1.84473924695e-23,1.0,1.0,1.0,1.0,1.0,1.0,10.018745998
140,1.43631470728e-18,4.80296951574e-22,7.66625086463e-24,1.0,1.0,1.0,1.0,1.0,1.0,10.76052301
150,3.48993492922e-19,1.37115830065e-22,2.1768649592e-24,1.0,1.0,1.0,1.0,1.0,1.0,11.50275627
160,4.67264304695e-21,1.20139372997e-23,1.90709333907e-25,1.0,1.0,1.0,1.0,1.0,1.0,12.22807024
170,8.57960943723e-22,1.81199120034e-25,1.23940191326e-27,1.0,1.0,1.0,1.0,1.0,1.0,12.950638189
180,7.66155450037e-23,5.25683248062e-28,1.52970106331e-30,1.0,1.0,1.0,1.0,1.0,1.0,13.676319943
190,7.61277410878e-25,1.65781955274e-29,4.53810770625e-32,1.0,1.0,1.0,1.0,1.0,1.0,14.419928206
200,3.6007554126e-25,1.05721255451e-29,2.91957316416e-32,1.0,1.0,1.0,1.0,1.0,1.0,15.177217933
