iteration,MSE_trg,MSE_val,MSE_tst,acc_trg,acc_val,acc_tst,f1_trg,f1_val,f1_tst,elapsed
0,0.000446187515278,0.000644839318541,0.000587771450711,0.999585543767,0.998756734356,0.999005469915,0.999792728931,0.99937798051,0.999502487562,0.040182249
10,4.97413979659e-05,7.2790925752e-05,6.15577034952e-05,1.0,1.0,1.0,1.0,1.0,1.0,0.47635532
20,2.5297759425e-05,4.06893963876e-05,2.86574153586e-05,1.0,1.0,1.0,1.0,1.0,1.0,0.89296775
30,2.5297759425e-05,4.06893963876e-05,2.86574153586e-05,1.0,1.0,1.0,1.0,1.0,1.0,1.323095817
40,6.50347845679e-06,1.06048656746e-05,7.59892580981e-06,1.0,1.0,1.0,1.0,1.0,1.0,1.733550893
50,4.90372172142e-06,7.47922855269e-06,5.22945676699e-06,1.0,1.0,1.0,1.0,1.0,1.0,2.115379823
60,4.41215151162e-08,1.89245881277e-08,8.57349554586e-09,1.0,1.0,1.0,1.0,1.0,1.0,2.553622221
70,6.60924867182e-09,2.38615419777e-10,4.14095624808e-10,1.0,1.0,1.0,1.0,1.0,1.0,2.974301633
80,5.57799915863e-11,1.07999992792e-12,5.65791441855e-13,1.0,1.0,1.0,1.0,1.0,1.0,3.376005509
90,9.68393304127e-12,6.41615260831e-13,1.34851533434e-13,1.0,1.0,1.0,1.0,1.0,1.0,3.771884543
100,6.41776501758e-13,1.42201046452e-13,3.2355972221e-14,1.0,1.0,1.0,1.0,1.0,1.0,4.200258162
110,6.41776501758e-13,1.42201046452e-13,3.2355972221e-14,1.0,1.0,1.0,1.0,1.0,1.0,4.603885731
120,3.86820081283e-13,9.82786413501e-14,2.26644861594e-14,1.0,1.0,1.0,1.0,1.0,1.0,5.014297002
130,1.16403769854e-13,5.89011232514e-15,8.79039924334e-16,1.0,1.0,1.0,1.0,1.0,1.0,5.441786569
140,7.05025642729e-14,4.2524952566e-15,6.43182624579e-16,1.0,1.0,1.0,1.0,1.0,1.0,5.854065781
150,3.05592012435e-14,1.84319765202e-15,2.7877939531e-16,1.0,1.0,1.0,1.0,1.0,1.0,6.244229768
160,1.28206608919e-14,7.73275415964e-16,1.16955812576e-16,1.0,1.0,1.0,1.0,1.0,1.0,6.675560177
170,1.31122111378e-14,1.16084772551e-15,1.75582438538e-16,1.0,1.0,1.0,1.0,1.0,1.0,7.118825572
180,2.47481564492e-15,6.410857813e-18,4.42944684564e-19,1.0,1.0,1.0,1.0,1.0,1.0,7.534551676
190,1.47639857954e-15,4.8730318287e-18,3.366899439e-19,1.0,1.0,1.0,1.0,1.0,1.0,7.93467262
200,3.88119405618e-17,3.65704554579e-19,2.76778757141e-20,1.0,1.0,1.0,1.0,1.0,1.0,8.349299636
