iteration,MSE_trg,MSE_val,MSE_tst,acc_trg,acc_val,acc_tst,f1_trg,f1_val,f1_tst,elapsed
0,0.186668804665,0.191732579214,0.191691490663,0.427801724138,0.416742644012,0.421846510857,0.599245283019,0.588311004505,0.593378409886,0.021639352
10,0.0304972784299,0.0284935099462,0.02894211653,0.937168435013,0.940406133444,0.939499419857,0.9675652546,0.969287941566,0.96880608495,0.094873127
20,0.0304972784299,0.0284935099462,0.02894211653,0.937168435013,0.940406133444,0.939499419857,0.9675652546,0.969287941566,0.96880608495,0.163394523
30,0.0306373504546,0.0287198301706,0.0291827019341,0.93700265252,0.940157480315,0.939499419857,0.967476891476,0.969155844156,0.96880608495,0.22745612
40,0.0306373504546,0.0287198301706,0.0291827019341,0.93700265252,0.940157480315,0.939499419857,0.967476891476,0.969155844156,0.96880608495,0.287864889
50,0.0306373504546,0.0287198301706,0.0291827019341,0.93700265252,0.940157480315,0.939499419857,0.967476891476,0.969155844156,0.96880608495,0.357568143
60,0.0306373504546,0.0287198301706,0.0291827019341,0.93700265252,0.940157480315,0.939499419857,0.967476891476,0.969155844156,0.96880608495,0.418379116
70,0.0306373504546,0.0287198301706,0.0291827019341,0.93700265252,0.940157480315,0.939499419857,0.967476891476,0.969155844156,0.96880608495,0.484098737
80,0.0312308451168,0.0294664640995,0.0298896549479,0.936173740053,0.939328636552,0.938670644787,0.967034848874,0.96871527481,0.968365253078,0.55060712
90,0.0306373504546,0.0287198301706,0.0291827019341,0.93700265252,0.940157480315,0.939499419857,0.967476891476,0.969155844156,0.96880608495,0.612813574
100,0.0306373504546,0.0287198301706,0.0291827019341,0.93700265252,0.940157480315,0.939499419857,0.967476891476,0.969155844156,0.96880608495,0.682711389
110,8.595064684e-05,7.84096338381e-05,7.68483972939e-05,0.99975132626,1.0,0.999834244986,0.999875647668,1.0,0.999917115624,0.750899127
120,1.17871772035e-05,1.2047726831e-06,2.50795340861e-06,1.0,1.0,1.0,1.0,1.0,1.0,0.821465387
130,8.80389789988e-06,8.18284832813e-07,1.71634828491e-06,1.0,1.0,1.0,1.0,1.0,1.0,0.894430075
140,5.32285162102e-06,5.41129074512e-07,8.26830316174e-07,1.0,1.0,1.0,1.0,1.0,1.0,0.962758899
150,5.32285162102e-06,5.41129074512e-07,8.26830316174e-07,1.0,1.0,1.0,1.0,1.0,1.0,1.029839582
160,2.70753737496e-06,2.58533407431e-07,3.7521854563e-07,1.0,1.0,1.0,1.0,1.0,1.0,1.089881703
170,2.70753737496e-06,2.58533407431e-07,3.7521854563e-07,1.0,1.0,1.0,1.0,1.0,1.0,1.162891904
180,2.70753737496e-06,2.58533407431e-07,3.7521854563e-07,1.0,1.0,1.0,1.0,1.0,1.0,1.235614819
