iteration,MSE_trg,MSE_val,MSE_tst,acc_trg,acc_val,acc_tst,f1_trg,f1_val,f1_tst,elapsed
0,0.0471977961086,0.0473087589182,0.0473072033425,0.901442307692,0.900870285951,0.900381236532,0.94816687737,0.947850353187,0.947579590057,0.007574741
10,1.3482244105e-06,3.33790083173e-07,1.88783732481e-07,1.0,1.0,1.0,1.0,1.0,1.0,0.1027545
20,1.3482244105e-06,3.33790083173e-07,1.88783732481e-07,1.0,1.0,1.0,1.0,1.0,1.0,0.193535617
30,1.3482244105e-06,3.33790083173e-07,1.88783732481e-07,1.0,1.0,1.0,1.0,1.0,1.0,0.268449886
40,1.63970058025e-08,1.75375170849e-10,1.29189016267e-10,1.0,1.0,1.0,1.0,1.0,1.0,0.347529548
50,1.63970058025e-08,1.75375170849e-10,1.29189016267e-10,1.0,1.0,1.0,1.0,1.0,1.0,0.441958373
60,1.63970058025e-08,1.75375170849e-10,1.29189016267e-10,1.0,1.0,1.0,1.0,1.0,1.0,0.520614216
70,1.02893314356e-09,5.70649664121e-12,7.43990856897e-12,1.0,1.0,1.0,1.0,1.0,1.0,0.591763017
80,1.02893314356e-09,5.70649664121e-12,7.43990856897e-12,1.0,1.0,1.0,1.0,1.0,1.0,0.662367394
90,9.34607024203e-10,2.7795621968e-12,3.41497480031e-12,1.0,1.0,1.0,1.0,1.0,1.0,0.732323805
100,1.02893314356e-09,5.70649664121e-12,7.43990856897e-12,1.0,1.0,1.0,1.0,1.0,1.0,0.807211335
110,1.02893314356e-09,5.70649664121e-12,7.43990856897e-12,1.0,1.0,1.0,1.0,1.0,1.0,0.876656034
120,1.02893314356e-09,5.70649664121e-12,7.43990856897e-12,1.0,1.0,1.0,1.0,1.0,1.0,0.955794008
130,1.02893314356e-09,5.70649664121e-12,7.43990856897e-12,1.0,1.0,1.0,1.0,1.0,1.0,1.025306974
140,1.02893314356e-09,5.70649664121e-12,7.43990856897e-12,1.0,1.0,1.0,1.0,1.0,1.0,1.105318762
150,5.39124565133e-10,6.47044692311e-13,8.38024371543e-13,1.0,1.0,1.0,1.0,1.0,1.0,1.186584376
160,5.39124565133e-10,6.47044692311e-13,8.38024371543e-13,1.0,1.0,1.0,1.0,1.0,1.0,1.254187016
170,2.09377034239e-10,2.50643500013e-13,3.24626751989e-13,1.0,1.0,1.0,1.0,1.0,1.0,1.327951276
180,2.09377034239e-10,2.50643500013e-13,3.24626751989e-13,1.0,1.0,1.0,1.0,1.0,1.0,1.3976972
190,2.09377034239e-10,2.50643500013e-13,3.24626751989e-13,1.0,1.0,1.0,1.0,1.0,1.0,1.462789336
200,2.09377034239e-10,2.50643500013e-13,3.24626751989e-13,1.0,1.0,1.0,1.0,1.0,1.0,1.54014072
210,8.87388824892e-11,5.39533722358e-14,4.43123102265e-14,1.0,1.0,1.0,1.0,1.0,1.0,1.616332141
220,4.48159587132e-12,3.4555953798e-15,2.68125405854e-16,1.0,1.0,1.0,1.0,1.0,1.0,1.686600588
230,4.48159587132e-12,3.4555953798e-15,2.68125405854e-16,1.0,1.0,1.0,1.0,1.0,1.0,1.75960567
240,4.48159587132e-12,3.4555953798e-15,2.68125405854e-16,1.0,1.0,1.0,1.0,1.0,1.0,1.834302341
250,4.48159587132e-12,3.4555953798e-15,2.68125405854e-16,1.0,1.0,1.0,1.0,1.0,1.0,1.908747278
260,4.48159587132e-12,3.4555953798e-15,2.68125405854e-16,1.0,1.0,1.0,1.0,1.0,1.0,1.978577111
270,8.77859289399e-13,1.38619165875e-16,1.09686421368e-17,1.0,1.0,1.0,1.0,1.0,1.0,2.053151185
280,8.77859289399e-13,1.38619165875e-16,1.09686421368e-17,1.0,1.0,1.0,1.0,1.0,1.0,2.134782027
290,8.77859289399e-13,1.38619165875e-16,1.09686421368e-17,1.0,1.0,1.0,1.0,1.0,1.0,2.216952744
300,8.77859289399e-13,1.38619165875e-16,1.09686421368e-17,1.0,1.0,1.0,1.0,1.0,1.0,2.292340043
310,2.38680860132e-13,4.70826665509e-18,2.26653937849e-18,1.0,1.0,1.0,1.0,1.0,1.0,2.362448632
320,2.38680860132e-13,4.70826665509e-18,2.26653937849e-18,1.0,1.0,1.0,1.0,1.0,1.0,2.433807067
