iteration,MSE_trg,MSE_val,MSE_tst,acc_trg,acc_val,acc_tst,f1_trg,f1_val,f1_tst,elapsed
0,0.000116358572817,9.82739727852e-05,0.000114628666678,0.999896389162,1.0,0.999834244986,0.999948191897,1.0,0.999917115624,0.142729956
10,1.27536498173e-06,2.73361835628e-08,2.1775414682e-07,1.0,1.0,1.0,1.0,1.0,1.0,1.185525106
20,1.74926400422e-08,1.43784548832e-09,2.08358084558e-09,1.0,1.0,1.0,1.0,1.0,1.0,2.178379874
30,2.16949788769e-10,7.0982632095e-11,3.34712142976e-10,1.0,1.0,1.0,1.0,1.0,1.0,3.1898825
40,3.49529696202e-11,1.85810848987e-11,6.14533725834e-12,1.0,1.0,1.0,1.0,1.0,1.0,4.149178579
50,7.61363773778e-12,4.94672896419e-12,4.98625774233e-13,1.0,1.0,1.0,1.0,1.0,1.0,5.170946216
60,1.67748813302e-15,2.14253493921e-17,3.23881196761e-17,1.0,1.0,1.0,1.0,1.0,1.0,6.294045847
70,6.49863898196e-16,8.30020592977e-18,1.25471974624e-17,1.0,1.0,1.0,1.0,1.0,1.0,7.356966824
80,6.49863898196e-16,8.30020592977e-18,1.25471974624e-17,1.0,1.0,1.0,1.0,1.0,1.0,8.418056835
90,2.51728672792e-17,7.2538938412e-19,1.24891299883e-18,1.0,1.0,1.0,1.0,1.0,1.0,9.452824408
100,2.61725574539e-18,4.03665990885e-22,3.85142254496e-21,1.0,1.0,1.0,1.0,1.0,1.0,10.6209205
110,4.85452930123e-19,1.45203049272e-22,1.62661800966e-22,1.0,1.0,1.0,1.0,1.0,1.0,11.651482287
120,9.55558854109e-23,2.07256148023e-24,6.95296349772e-25,1.0,1.0,1.0,1.0,1.0,1.0,12.683986259
130,1.00406622044e-25,1.06024505022e-27,6.55898488725e-28,1.0,1.0,1.0,1.0,1.0,1.0,13.759471407
140,8.41552273847e-27,3.9247015635e-28,1.87704360204e-28,1.0,1.0,1.0,1.0,1.0,1.0,15.048559685
150,2.31221025913e-27,1.60692987175e-28,7.45960382511e-29,1.0,1.0,1.0,1.0,1.0,1.0,16.268660368
160,6.2157937285e-28,7.96218778104e-29,3.63217375593e-29,1.0,1.0,1.0,1.0,1.0,1.0,17.433739935
170,3.42197356775e-30,7.85632558168e-32,3.58933836687e-31,1.0,1.0,1.0,1.0,1.0,1.0,18.561461493
180,4.59502639744e-31,2.29304587361e-32,1.03368008865e-31,1.0,1.0,1.0,1.0,1.0,1.0,20.010106856
190,9.64046119004e-32,2.04325762853e-33,8.17235315371e-34,1.0,1.0,1.0,1.0,1.0,1.0,21.072235371
200,8.04574370385e-35,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,22.37436085
210,1.14939195769e-35,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,23.100288649
220,1.14939195769e-35,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,23.100299172
230,1.14939195769e-35,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,23.100353214
240,1.14939195769e-35,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,23.100378244
250,1.14939195769e-35,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,23.100461587
260,1.14939195769e-35,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,23.10047524
270,1.14939195769e-35,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,23.100486901
280,1.14939195769e-35,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,23.100525586
290,1.14939195769e-35,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,23.100578208
300,1.14939195769e-35,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,23.100594136
310,1.14939195769e-35,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,23.100605515
320,1.14939195769e-35,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,23.100675489
330,1.14939195769e-35,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,23.100706209
340,1.14939195769e-35,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,23.100746312
350,1.14939195769e-35,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,23.100765086
360,1.14939195769e-35,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,23.100788409
370,1.14939195769e-35,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,23.100799502
380,1.14939195769e-35,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,23.100886826
