iteration,MSE_trg,MSE_val,MSE_tst,acc_trg,acc_val,acc_tst,f1_trg,f1_val,f1_tst,elapsed
0,0.125026416287,0.124808636453,0.12495228388,0.749834217507,0.749523414836,0.749212663683,0.00264375413087,0.0026402640264,0.0013201320132,0.007162012
10,0.12499106369,0.124768188814,0.124895035294,0.749834217507,0.749689183589,0.749378418697,0.00264375413087,0.00264200792602,0.00132100396301,0.036717722
20,0.125170349785,0.124970432423,0.125171131392,0.748922413793,0.749026108579,0.747555113542,0.00263417846559,0.00394736842105,0.00261951538965,0.070471256
30,0.12499106369,0.124768188814,0.124895035294,0.749834217507,0.749689183589,0.749378418697,0.00264375413087,0.00264200792602,0.00132100396301,0.105167151
40,0.12499106369,0.124768188814,0.124895035294,0.749834217507,0.749689183589,0.749378418697,0.00264375413087,0.00264200792602,0.00132100396301,0.137351122
50,0.124671284254,0.124290251944,0.124389904152,0.750663129973,0.751429755491,0.751201723852,0,0,0,0.16386243
60,0.124672136729,0.12429176651,0.124391010503,0.750663129973,0.751429755491,0.751201723852,0,0,0,0.1931391
70,0.124671284254,0.124290251944,0.124389904152,0.750663129973,0.751429755491,0.751201723852,0,0,0,0.219914942
80,0.124671284254,0.124290251944,0.124389904152,0.750663129973,0.751429755491,0.751201723852,0,0,0,0.248780591
90,0.124671284254,0.124290251944,0.124389904152,0.750663129973,0.751429755491,0.751201723852,0,0,0,0.274324505
100,0.124671284254,0.124290251944,0.124389904152,0.750663129973,0.751429755491,0.751201723852,0,0,0,0.301252235
110,0.124671284254,0.124290251944,0.124389904152,0.750663129973,0.751429755491,0.751201723852,0,0,0,0.327902636
120,0.124671284254,0.124290251944,0.124389904152,0.750663129973,0.751429755491,0.751201723852,0,0,0,0.35827982
130,0.124667989026,0.124284679582,0.124397582371,0.750663129973,0.751429755491,0.751201723852,0,0,0,0.384558737
140,0.124667989026,0.124284679582,0.124397582371,0.750663129973,0.751429755491,0.751201723852,0,0,0,0.41065504
150,0.112109964581,0.115084495728,0.113872138976,0.775779177719,0.769830087029,0.772252610641,0.329615861214,0.306616729089,0.315054835494,0.439257007
160,0.112109897794,0.115084349972,0.11387207207,0.775779177719,0.769830087029,0.772252610641,0.329615861214,0.306616729089,0.315054835494,0.467270747
170,0.112109897794,0.115084349972,0.11387207207,0.775779177719,0.769830087029,0.772252610641,0.329615861214,0.306616729089,0.315054835494,0.493960685
180,0.112109897794,0.115084349972,0.11387207207,0.775779177719,0.769830087029,0.772252610641,0.329615861214,0.306616729089,0.315054835494,0.520742782
190,0.112109897794,0.115084349972,0.11387207207,0.775779177719,0.769830087029,0.772252610641,0.329615861214,0.306616729089,0.315054835494,0.548210674
200,0.112109897794,0.115084349972,0.11387207207,0.775779177719,0.769830087029,0.772252610641,0.329615861214,0.306616729089,0.315054835494,0.574944987
210,0.112109883448,0.115084296482,0.113872050649,0.775779177719,0.769830087029,0.772252610641,0.329615861214,0.306616729089,0.315054835494,0.60170177
220,0.112109850868,0.115084244709,0.113871909621,0.775779177719,0.769830087029,0.772252610641,0.329615861214,0.306616729089,0.315054835494,0.630221819
230,0.112109850868,0.115084244709,0.113871909621,0.775779177719,0.769830087029,0.772252610641,0.329615861214,0.306616729089,0.315054835494,0.658975683
240,0.112075165792,0.11501026647,0.113793813396,0.775696286472,0.769830087029,0.772252610641,0.32953419227,0.306616729089,0.315054835494,0.686636713
250,0.112075165792,0.11501026647,0.113793813396,0.775696286472,0.769830087029,0.772252610641,0.32953419227,0.306616729089,0.315054835494,0.714979839
260,0.112075165792,0.11501026647,0.113793813396,0.775696286472,0.769830087029,0.772252610641,0.32953419227,0.306616729089,0.315054835494,0.74750429
270,0.112075165792,0.11501026647,0.113793813396,0.775696286472,0.769830087029,0.772252610641,0.32953419227,0.306616729089,0.315054835494,0.774610085
280,0.112075165792,0.11501026647,0.113793813396,0.775696286472,0.769830087029,0.772252610641,0.32953419227,0.306616729089,0.315054835494,0.804547234
290,0.112075165792,0.11501026647,0.113793813396,0.775696286472,0.769830087029,0.772252610641,0.32953419227,0.306616729089,0.315054835494,0.832920513
300,0.112075165792,0.11501026647,0.113793813396,0.775696286472,0.769830087029,0.772252610641,0.32953419227,0.306616729089,0.315054835494,0.862670215
310,0.112075165792,0.11501026647,0.113793813396,0.775696286472,0.769830087029,0.772252610641,0.32953419227,0.306616729089,0.315054835494,0.893340659
320,0.112075165792,0.11501026647,0.113793813396,0.775696286472,0.769830087029,0.772252610641,0.32953419227,0.306616729089,0.315054835494,0.923336689
330,0.112075165792,0.11501026647,0.113793813396,0.775696286472,0.769830087029,0.772252610641,0.32953419227,0.306616729089,0.315054835494,0.949551322
340,0.112070799135,0.115006603428,0.11379077336,0.775696286472,0.769830087029,0.772252610641,0.32953419227,0.306616729089,0.315054835494,0.976904014
350,0.112070799135,0.115006603428,0.11379077336,0.775696286472,0.769830087029,0.772252610641,0.32953419227,0.306616729089,0.315054835494,1.006905733
360,0.112070799135,0.115006603428,0.11379077336,0.775696286472,0.769830087029,0.772252610641,0.32953419227,0.306616729089,0.315054835494,1.033151369
370,0.112070769742,0.115006552373,0.113790653487,0.775696286472,0.769830087029,0.772252610641,0.32953419227,0.306616729089,0.315054835494,1.060489269
380,0.112070769742,0.115006552373,0.113790653487,0.775696286472,0.769830087029,0.772252610641,0.32953419227,0.306616729089,0.315054835494,1.086891919
390,0.112070769742,0.115006552373,0.113790653487,0.775696286472,0.769830087029,0.772252610641,0.32953419227,0.306616729089,0.315054835494,1.115519774
