iteration,MSE_trg,MSE_val,MSE_tst,acc_trg,acc_val,acc_tst,f1_trg,f1_val,f1_tst,elapsed
0,0.00855470028286,0.00958165141895,0.0095992733885,0.979525862069,0.976543721508,0.975634012929,0.989657049537,0.988132679163,0.987666750566,0.020672243
10,7.80208934684e-05,9.13556400158e-05,9.2197316588e-05,1.0,1.0,1.0,1.0,1.0,1.0,0.156614513
20,4.20230260808e-05,4.64747006764e-05,4.61007003504e-05,1.0,1.0,1.0,1.0,1.0,1.0,0.31519425
30,4.20230260808e-05,4.64747006764e-05,4.61007003504e-05,1.0,1.0,1.0,1.0,1.0,1.0,0.424029302
40,6.28995962581e-05,6.97759705229e-05,7.3756336367e-05,1.0,1.0,1.0,1.0,1.0,1.0,0.542942487
50,4.20230260808e-05,4.64747006764e-05,4.61007003504e-05,1.0,1.0,1.0,1.0,1.0,1.0,0.65113811
60,4.20230260813e-05,4.64747006935e-05,4.61007003511e-05,1.0,1.0,1.0,1.0,1.0,1.0,0.753012255
70,3.14135293373e-05,3.38436741585e-05,3.44588407386e-05,1.0,1.0,1.0,1.0,1.0,1.0,0.864580531
80,3.14135293373e-05,3.38436741585e-05,3.44588407386e-05,1.0,1.0,1.0,1.0,1.0,1.0,0.97225022
90,3.14135293373e-05,3.38436741585e-05,3.44588407386e-05,1.0,1.0,1.0,1.0,1.0,1.0,1.070180836
100,2.74649339432e-05,2.91963914265e-05,3.01544639207e-05,1.0,1.0,1.0,1.0,1.0,1.0,1.170096298
110,2.06955271173e-05,2.14223649968e-05,2.17782636735e-05,1.0,1.0,1.0,1.0,1.0,1.0,1.272679845
120,2.06955271173e-05,2.14223649968e-05,2.17782636735e-05,1.0,1.0,1.0,1.0,1.0,1.0,1.379855171
130,9.86698237728e-07,3.31537876386e-07,1.72092215544e-07,1.0,1.0,1.0,1.0,1.0,1.0,1.492956882
140,9.86698237728e-07,3.31537876386e-07,1.72092215544e-07,1.0,1.0,1.0,1.0,1.0,1.0,1.599655479
150,1.42561690784e-07,3.64568137414e-08,1.68421726462e-08,1.0,1.0,1.0,1.0,1.0,1.0,1.708235956
160,1.42561690784e-07,3.64568137414e-08,1.68421726462e-08,1.0,1.0,1.0,1.0,1.0,1.0,1.818911077
170,9.703990188e-09,4.86600115658e-09,1.87868463506e-09,1.0,1.0,1.0,1.0,1.0,1.0,1.938277668
180,2.29511202901e-09,1.46416492009e-09,5.35324853687e-10,1.0,1.0,1.0,1.0,1.0,1.0,2.04168297
190,3.21157291355e-10,2.75098909818e-10,3.62303227831e-11,1.0,1.0,1.0,1.0,1.0,1.0,2.153490747
200,9.89140170334e-11,9.15052005236e-11,4.74507951557e-12,1.0,1.0,1.0,1.0,1.0,1.0,2.261645127
210,9.89140170334e-11,9.15052005236e-11,4.74507951557e-12,1.0,1.0,1.0,1.0,1.0,1.0,2.368167085
220,9.89140170334e-11,9.15052005236e-11,4.74507951557e-12,1.0,1.0,1.0,1.0,1.0,1.0,2.486885426
230,9.89140170334e-11,9.15052005236e-11,4.74507951557e-12,1.0,1.0,1.0,1.0,1.0,1.0,2.595769689
240,9.89140170334e-11,9.15052005236e-11,4.74507951557e-12,1.0,1.0,1.0,1.0,1.0,1.0,2.720286133
250,5.62792237408e-11,4.85606899455e-11,4.09609483574e-12,1.0,1.0,1.0,1.0,1.0,1.0,2.832649999
260,5.62792237408e-11,4.85606899455e-11,4.09609483574e-12,1.0,1.0,1.0,1.0,1.0,1.0,2.926815997
270,2.12566258952e-10,2.79999011105e-10,2.60054932962e-10,1.0,1.0,1.0,1.0,1.0,1.0,3.031782045
280,7.93787843746e-14,2.38473621447e-14,1.32488430954e-14,1.0,1.0,1.0,1.0,1.0,1.0,3.147452569
290,7.93787843746e-14,2.38473621447e-14,1.32488430954e-14,1.0,1.0,1.0,1.0,1.0,1.0,3.25498032
300,1.80593018803e-15,1.88096512498e-17,4.3222284514e-17,1.0,1.0,1.0,1.0,1.0,1.0,3.349682211
310,1.80593018803e-15,1.88096512498e-17,4.3222284514e-17,1.0,1.0,1.0,1.0,1.0,1.0,3.469598349
320,1.69672420823e-15,1.79127104455e-17,4.2807670996e-17,1.0,1.0,1.0,1.0,1.0,1.0,3.581975014
330,1.80593018803e-15,1.88096512498e-17,4.3222284514e-17,1.0,1.0,1.0,1.0,1.0,1.0,3.68831123
340,1.60427995877e-15,8.81847125969e-18,2.04906583651e-17,1.0,1.0,1.0,1.0,1.0,1.0,3.843090516
350,1.60427995877e-15,8.81847125969e-18,2.04906583651e-17,1.0,1.0,1.0,1.0,1.0,1.0,3.936460073
360,1.71148100313e-15,1.80492223887e-17,4.29040454013e-17,1.0,1.0,1.0,1.0,1.0,1.0,4.038836546
370,9.85157849524e-16,3.85662161687e-18,9.48495322953e-18,1.0,1.0,1.0,1.0,1.0,1.0,4.136635177
380,9.85157849524e-16,3.85662161687e-18,9.48495322953e-18,1.0,1.0,1.0,1.0,1.0,1.0,4.266046901
390,9.85157849524e-16,3.85662161687e-18,9.48495322953e-18,1.0,1.0,1.0,1.0,1.0,1.0,4.368753329
400,9.85157849524e-16,3.85662161687e-18,9.48495322953e-18,1.0,1.0,1.0,1.0,1.0,1.0,4.479089392
410,9.85157849524e-16,3.85662161687e-18,9.48495322953e-18,1.0,1.0,1.0,1.0,1.0,1.0,4.595354975
420,1.88620269462e-16,1.10501280177e-19,3.73248325295e-20,1.0,1.0,1.0,1.0,1.0,1.0,4.699433275
430,1.12799692792e-16,6.62213714523e-20,4.64427135041e-21,1.0,1.0,1.0,1.0,1.0,1.0,4.81921885
440,2.31205659299e-18,9.14321371825e-24,8.97790938501e-25,1.0,1.0,1.0,1.0,1.0,1.0,4.927370952
450,2.31205659299e-18,9.14321371825e-24,8.97790938501e-25,1.0,1.0,1.0,1.0,1.0,1.0,5.043300322
460,2.31205659299e-18,9.14321371825e-24,8.97790938501e-25,1.0,1.0,1.0,1.0,1.0,1.0,5.165340682
470,2.31205659299e-18,9.14321371825e-24,8.97790938501e-25,1.0,1.0,1.0,1.0,1.0,1.0,5.274372004
480,1.59753663849e-18,9.99813288462e-24,1.76854275183e-25,1.0,1.0,1.0,1.0,1.0,1.0,5.511986463
490,6.20187188539e-19,3.54532421223e-24,6.27124806412e-26,1.0,1.0,1.0,1.0,1.0,1.0,5.639278229
500,6.20218274894e-19,4.42357758244e-24,7.82476365791e-26,1.0,1.0,1.0,1.0,1.0,1.0,5.7822383
