iteration,MSE_trg,MSE_val,MSE_tst,acc_trg,acc_val,acc_tst,f1_trg,f1_val,f1_tst,elapsed
0,1.6233052348e-06,7.16118928184e-07,4.43401118323e-07,1.0,1.0,1.0,1.0,1.0,1.0,0.009391199
10,1.6233052348e-06,7.16118928184e-07,4.43401118323e-07,1.0,1.0,1.0,1.0,1.0,1.0,0.10782158
20,6.11163030456e-07,1.12086421359e-07,1.01250708383e-07,1.0,1.0,1.0,1.0,1.0,1.0,0.209079903
30,1.6233052348e-06,7.16118928184e-07,4.43401118323e-07,1.0,1.0,1.0,1.0,1.0,1.0,0.309912414
40,4.56136079255e-06,1.23891238048e-06,1.22623434039e-06,1.0,1.0,1.0,1.0,1.0,1.0,0.400605071
50,4.72115984652e-07,3.16856708463e-07,1.29819190435e-07,1.0,1.0,1.0,1.0,1.0,1.0,0.498983969
60,1.66018871479e-07,8.52655205056e-08,2.91994997752e-08,1.0,1.0,1.0,1.0,1.0,1.0,0.581604679
70,1.66018871479e-07,8.52655205056e-08,2.91994997752e-08,1.0,1.0,1.0,1.0,1.0,1.0,0.666095038
80,2.48117691878e-07,1.82873784478e-07,6.20839177034e-08,1.0,1.0,1.0,1.0,1.0,1.0,0.746233688
90,1.66018871479e-07,8.52655205056e-08,2.91994997752e-08,1.0,1.0,1.0,1.0,1.0,1.0,0.827026841
100,1.66018871479e-07,8.52655205056e-08,2.91994997752e-08,1.0,1.0,1.0,1.0,1.0,1.0,0.917586944
110,1.66018871479e-07,8.52655205056e-08,2.91994997752e-08,1.0,1.0,1.0,1.0,1.0,1.0,0.998299317
120,1.66018871479e-07,8.52655205056e-08,2.91994997752e-08,1.0,1.0,1.0,1.0,1.0,1.0,1.076746378
130,1.66018871479e-07,8.52655205056e-08,2.91994997752e-08,1.0,1.0,1.0,1.0,1.0,1.0,1.15614576
140,1.66018871479e-07,8.52655205056e-08,2.91994997752e-08,1.0,1.0,1.0,1.0,1.0,1.0,1.246711553
150,1.66018871479e-07,8.52655205056e-08,2.91994997752e-08,1.0,1.0,1.0,1.0,1.0,1.0,1.329007711
160,1.66018871479e-07,8.52655204681e-08,2.91994997752e-08,1.0,1.0,1.0,1.0,1.0,1.0,1.426132495
170,1.66018871479e-07,8.52655204681e-08,2.91994997752e-08,1.0,1.0,1.0,1.0,1.0,1.0,1.531072658
180,2.11708474021e-08,8.65102880531e-10,2.24657763184e-09,1.0,1.0,1.0,1.0,1.0,1.0,1.625471332
190,8.20682014181e-09,4.71992962319e-10,9.36366639862e-10,1.0,1.0,1.0,1.0,1.0,1.0,1.72388209
200,1.68112400459e-09,1.40329809137e-11,3.86881589338e-10,1.0,1.0,1.0,1.0,1.0,1.0,1.815762015
