iteration,MSE_trg,MSE_val,MSE_tst,acc_trg,acc_val,acc_tst,f1_trg,f1_val,f1_tst,elapsed
0,0.0226020683216,0.0248398710206,0.0223325377389,0.95474137931,0.950269374223,0.955246146196,0.976846747519,0.974500637484,0.977110885046,0.044429849
10,9.33322297574e-07,4.78801224867e-07,3.08992336668e-07,1.0,1.0,1.0,1.0,1.0,1.0,0.155024757
20,0.0424818243472,0.0415640630972,0.0418531610778,0.915036472149,0.916866970576,0.916293717885,0.955633467515,0.956630777879,0.956318657556,0.319917158
30,8.87348893354e-08,4.84963954898e-08,3.09977044253e-08,1.0,1.0,1.0,1.0,1.0,1.0,0.427742437
40,6.04210591559e-08,2.78766504343e-08,2.00202825137e-08,1.0,1.0,1.0,1.0,1.0,1.0,0.530097291
50,6.04210591559e-08,2.78766504343e-08,2.00202825137e-08,1.0,1.0,1.0,1.0,1.0,1.0,0.642865636
60,6.42508366915e-08,2.94043373006e-08,2.09901643055e-08,1.0,1.0,1.0,1.0,1.0,1.0,0.746441323
70,6.42508366915e-08,2.94043373006e-08,2.09901643055e-08,1.0,1.0,1.0,1.0,1.0,1.0,0.853713074
80,6.42508366915e-08,2.94043373006e-08,2.09901643055e-08,1.0,1.0,1.0,1.0,1.0,1.0,0.956304017
90,1.56848868841e-08,9.29998967122e-09,7.00663633636e-09,1.0,1.0,1.0,1.0,1.0,1.0,1.048517025
100,4.49620625391e-09,3.00814125904e-09,1.15682623926e-09,1.0,1.0,1.0,1.0,1.0,1.0,1.14482631
110,4.49620625391e-09,3.00814125904e-09,1.15682623926e-09,1.0,1.0,1.0,1.0,1.0,1.0,1.249984359
120,2.59823863592e-09,1.7831471766e-09,6.04057852421e-10,1.0,1.0,1.0,1.0,1.0,1.0,1.369269027
130,2.4255677148e-11,1.58354530212e-12,8.38088258216e-13,1.0,1.0,1.0,1.0,1.0,1.0,1.469815956
140,1.69598517571e-11,1.05700330059e-12,5.46418633032e-13,1.0,1.0,1.0,1.0,1.0,1.0,1.556218627
150,1.05468886972e-11,3.34717235326e-13,1.8941394401e-13,1.0,1.0,1.0,1.0,1.0,1.0,1.651883931
160,3.11961211717e-12,1.33948680924e-13,4.02271687675e-14,1.0,1.0,1.0,1.0,1.0,1.0,1.758418687
170,1.77876068567e-12,7.63683690227e-14,2.29344569502e-14,1.0,1.0,1.0,1.0,1.0,1.0,1.863699614
180,1.77876068567e-12,7.63683690227e-14,2.29344569502e-14,1.0,1.0,1.0,1.0,1.0,1.0,1.972254207
190,1.77876068567e-12,7.63683690227e-14,2.29344569502e-14,1.0,1.0,1.0,1.0,1.0,1.0,2.101403389
200,1.77876068567e-12,7.63683690227e-14,2.29344569502e-14,1.0,1.0,1.0,1.0,1.0,1.0,2.192711296
210,1.77876068567e-12,7.63683690227e-14,2.29344569502e-14,1.0,1.0,1.0,1.0,1.0,1.0,2.289987974
220,1.72128993612e-12,4.93769744587e-14,1.48195979594e-14,1.0,1.0,1.0,1.0,1.0,1.0,2.406355957
